515,Bending and upright Nude,1902–03,"Munch Museum, Oslo, Norway",,"unprimed wood panel, oil",52 x 41,515.jpg
516,Three Nudes,1902–03,"Munch Museum, Oslo, Norway",,"unprimed carton, watercolor",70 x 55,516.jpg
517,Seated Nude,1902,"Sprengel Museum, Hanover, Germany",,"canvas, oil","94,5 x 63,5",517.jpg
518,Seated Nude,1902,Private collection,,"carton, pastel",44 x 65,518.jpg
519,The Hearse on Potsdamer Platz,1902,"Munch Museum, Oslo, Norway",,"canvas, oil","68 x 97,5",519.jpg
520,The Hearse on Potsdamer Platz,1902,"Munch Museum, Oslo, Norway",,"unprimed canvas, oil",110 x 166,520.jpg
521,Foster Mothers in Court,1902,"Munch Museum, Oslo, Norway",,"unprimed canvas, casein",111 x 170,521.jpg
522,Sanatorium,1902–03,"Munch Museum, Oslo, Norway",,"canvas, casein (?)",70 x 85,522.jpg
523,Jonas Lie with his Family,1902,"Munch Museum, Oslo, Norway",,"canvas, oil","69,5 x 103",523.jpg
524,Fisherman on a Green Meadow,1902,"Munch Museum, Oslo, Norway",,"canvas, oil",80 x 61,524.jpg
525,Old Fisherman and his Daughter,1902,"Städelscher Museums-Verein e.v., Frankfurt a.M.",,"canvas, oil","48,5 x 66,5",525.jpg
526,Fisherman against Yellow Background,1902–03,"Gothenburg Municipality, Wernerska villan",,"canvas, oil",73 x 95,526.jpg
527,Man with Straw Hat,1902–03,"Munch Museum, Oslo, Norway",,"unprimed canvas, tempera",99 x 75,527.jpg
528,Fertility,1902–03,"Munch Museum, Oslo, Norway",,"canvas, oil",128 x 152,528.jpg
529,Clothes on a Line in Åsgårdstrand,1902,Private collection,,"canvas, oil",68 x 73,529.jpg
530,The Apple Tree,1902,Private collection,,"canvas, oil","75,5 x 87,5",530.jpg
531,Landscape with Red House,1902–04,Location unknown,,"unprimed carton, oil","80 x 65,5",531.jpg
532,Garden,1902–03,Location unknown,,"canvas, oil","55 x 80,5",532.jpg
533,House in the Summer Night,1902,"Private collection, USA",,"canvas, oil","115,5 x 101",533.jpg
534,Stormy Landscape,1902–03,Private collection,,"unprimed canvas, oil",74 x 95,534.jpg
535,The House by the Fjord,1902–05,Private collection,," carton, oil",49 x 80,535.jpg
536,Summer Night by the Beach,1902–03,Private collection,,"canvas, oil",103 x 120,536.jpg
537,Trees and Garden Wall in Åsgårdstrand,1902–04,"Musée d'Orsay, Paris, France",,"canvas, oil","99 x 103,5",537.jpg
538,Kiøsterudgården,1902–03,Private collection,,"canvas, oil",100 x 95,538.jpg
539,The Girls in the Bridge,1902,"The Pushkin Museum of Fine Arts, Moscow, Russia",,"canvas, oil",83 x 73,539.jpg
540,The Girls on the Bridge,1902,Private collection,,"canvas, oil",100 x 102,540.jpg
541,The Women on the Bridge,1902,The Art Museums in Bergen. Bergen Art Museum (Bergen Billedgalleri),,"canvas, oil",184 x 205,541.jpg
542,Aase Nørregaard,1902,"Munch Museum, Oslo, Norway",,"canvas, oil","195,5 x 105",542.jpg
543,Four Stages of Life,1902,The Art Museums in Bergen. Bergen Art Museum (Rasmus Meyer's collection),,"canvas, oil","130,4 x 100,4",543.jpg
544,Four Girls in Åsgårdstrand,1902,"Staatsgalerie Stuttgart, Germany",,"canvas, oil","89,5 x 125,5",544.jpg
545,Girl with Red Chequered Dress and Red Hat,1902,"Von der Heydt-Museum, Wuppertal, Germany",,"wood panel, oil","58 x 46,4",545.jpg
546,Chopping and Cutting Wood,1902,Location unknown,,"canvas, oil",42 x 66,546.jpg
547,In the Garden,1902,Private collection,,"canvas, oil",75 x 82,547.jpg
548,In the Garden,1902,"Munch Museum, Oslo, Norway",,"canvas, oil","36,5 x 45",548.jpg
549,On the Veranda,1902,"National Gallery, Oslo, Norway",,"canvas, oil","86,5 x 115,5",549.jpg
550,On the Operating Table,1902-03,"Munch Museum, Oslo, Norway",,"canvas, oil",109 x 149,550.jpg
551,Children in a Flowery Meadow,1902,Location unknown,,"wood panel, oil",28 x 46,551.jpg
552,Landowner in the Park,1903,"Munch Museum, Oslo, Norway",,"unprimed carton, oil",44 x 67,552.jpg
553,The Swamp,1903,"Munch Museum, Oslo, Norway",,"unprimed carton, gouache and pencil","62,5 x 77",553.jpg
554,Landowner in the Park,1903–04,"Munch Museum, Oslo, Norway",,"canvas, oil","80,5 x 88",554.jpg
555,Bleeding Man and Sunflower,1903,"Munch Museum, Oslo, Norway",,"canvas, oil",109 x 60,555.jpg
556,Self-Portrait in Hell,1903,"Munch Museum, Oslo, Norway",,"canvas, oil",82 x 66,556.jpg
557,Landscape by Travemünde,1903–04,"Munch Museum, Oslo, Norway",,"canvas, oil",91 x 100,557.jpg
558,Spring in Dr. Linde's Garden,1903,Private collection,,"canvas, oil","126,5 x 80",558.jpg
559,Gardener in Dr. Linde's Garden,1903,Private collection,,"canvas, oil","127,5 x 82,5",559.jpg
560,Garden in Lübeck,1903,"Munch Museum, Oslo, Norway",,"canvas, oil","72,3 x 66,8",560.jpg
561,The Goatcart,1903,Location unknown,,"canvas, oil",63 x 94,561.jpg
562,Lothar Linde in Red Jacket,1903,"Museum für Kunst und Kulturgeschichte der Hansestadt Lübeck, Germany. Behnhaus",,"wood panel, oil",50 x 40,562.jpg
563,Dr. Linde's Sons,1903,"Museum für Kunst und Kulturgeschichte der Hansestadt Lübeck, Germany. Behnhaus",,"canvas, oil","144 x 199,5",563.jpg
564,Four Girls in Åsgårdstrand,1903,"Munch Museum, Oslo, Norway",,"canvas, oil",106 x 145,564.jpg
565,Four Girls in Åsgårdstrand,1903,"Munch Museum, Oslo, Norway",,"canvas, oil",87 x 111,565.jpg
566,The Women on the Bridge,1903,Private collection,,"canvas, oil","90,5 x 80,5",566.jpg
567,The Women on the Bridge,1903,"Thiel Gallery, Stockholm, Sweden",,"canvas, oil",203 x 230,567.jpg
568,Ingse Vibe,1903,"Munch Museum, Oslo, Norway",,"canvas, oil",160 x 70,568.jpg
569,Spruce Forest,1903,"Munch Museum, Oslo, Norway",,"canvas, oil",82 x 81,569.jpg
570,Church in Travemünde,1903,Private collection,,"canvas, oil",65 x 70,570.jpg
571,From Travemünde,1903,"Museum für Kunst und Kulturgeschichte der Hansestadt Lübeck, Germany. Behnhaus",,"canvas, oil",65 x 70,571.jfif
572,Sailors in Port,1903,"Munch Museum, Oslo, Norway",,"canvas, oil","52 x 72,5",572.jpg
573,Brothel Scene,1903,"Munch Museum, Oslo, Norway",,"unprimed carton, oil","59,7 x 83,3",573.jpg
574,Merry Company,1903,"Munch Museum, Oslo, Norway",,"canvas, oil","59 x 83,5",574.jpg
575,Christmas in the Brothel,1903–04,"Munch Museum, Oslo, Norway",,"canvas, oil","60,5 x 88",575.jpg
576,Harry Graf Kessler,1904,Private collection,,"canvas, oil",86 x 75,576.jpg
577,Marcel Archinard,1904,"Munch Museum, Oslo, Norway",,"unprimed canvas, oil",54 x 56,577.jpg
578,The Frenchman. Marcel Archinard,1904,"National Gallery, Oslo, Norway",,"canvas, oil",185 x 70,578.jpg
579,Hermann Schlittgen,1904,"Munch Museum, Oslo, Norway",,"canvas, oil","200 x 119,5",579.jpg
580,Summer Night in Studenterlunden,1904,"Munch Museum, Oslo, Norway",,"canvas, oil",60 x 90,580.jpg
581,The Drowning Child,1904?,"Munch Museum, Oslo, Norway",,"canvas, oil",70 x 92,581.jpg
582,Red Rocks by Åsgårdstrand,1904,"Munch Museum, Oslo, Norway",,"canvas, oil","70,5 x 100,5",582.jpg
583,Beach with Rocks,1904–05,"Munch Museum, Oslo, Norway",,"canvas, oil",41 x 98,583.jpg
584,Beach,1904,"Munch Museum, Oslo, Norway",,"canvas, oil",69 x 109,584.jpg
585,Beach,1904,"Wadsworth Atheneum Museum, Hartford, Connecticut, USA. The Ella Gallup Summer and Mary Catlin Summer Collection Fund",,"canvas, oil",72 x 100,585.jpg
586,Moonlight on the Beach,1904,"Munch Museum, Oslo, Norway",,"canvas, oil",90 x 65,586.jpg
587,Beach with two Seated Women,1904,"The Art Museums in Bergen, Norway. Bergen Art Museum (Rasmus Meyer's collection)",,"canvas, oil",40 x 60,587.jfif
588,Rowing Boat on the Sea,1904,Private collection,,"canvas, oil","50 x 43,7",588.jpg
589,Bathing Young Men,1904,"Munch Museum, Oslo, Norway",,"canvas, oil",194 x 290,589.jpg
590,Bathing Young Men,Approx. 1904,"Munch Museum, Oslo, Norway",,"canvas, oil",70 x 95,590.jpg
591,Bathing Young Men,1904?,"Munch Museum, Oslo, Norway",,"canvas, oil",80 x 65,591.jpg
592,Bathing Boys,1904–05,Private collection,,"canvas, oil","57,4 x 68,5",592.jpg
593,Bathing Boys,1904–05,"The Art Museums in Bergen, Norway. Bergen Art Museum (Rasmus Meyer's collection)",,"canvas, oil",70 x 91,593.jpg
594,Bathing Scene from Åsgårdstrand,1904/1936,Private collection,,"canvas, oil",69 x 100,594.jfif
595,Venus,1904–05,"Stenersen Museum, Oslo, Norway. A gift from Rolf E. Stenersen to the city of Oslo.",,"canvas, oil",40 x 79,595.jpg
596,House in Borre,1904–05,Private collection,,"canvas, oil",63 x 78,596.jpg
597,Coastal Landscape,1904,Location unknown,,"canvas, oil",67 x 95,597.jpg
598,Landscape,1904,"Munch Museum, Oslo, Norway",,"canvas, oil","75,5 x 95,5",598.jpg
599,The Garden in Åsgårdstrand,1904–05,Private collection,,"canvas, oil",68 x 90,599.jpg
600,Fruit harvest,1904–05,"Munch Museum, Oslo, Norway",,"canvas, tempera (?)",72 x 100,600.jpg
601,The garden in Sunshine,1904,Location unknown,,"canvas, oil",72 x 81,601.jpg
602,Two Girls with Blue Aprons,1904–05,"Munch Museum, Oslo, Norway",,"canvas, oil","115,5 x 93",602.jpg
603,The Funeral,1904–05,"Munch Museum, Oslo, Norway",,"canvas, oil",80 x 60,603.jpg
604,The Women on the Bridge,1904/1927,"Munch Museum, Oslo, Norway",,"canvas, oil",142 x 158,604.jpg
605,Young Woman under the Apple Tree,1904,"Carnegie Museum of Art, Pittsburgh, Pennsylvania, USA. Acquired from Mrs. Alan M. Scaife and family",,"canvas, oil","110,5 x 100,8",605.jpg
606,Young Woman among Greenery,1904,Private collection,,"canvas, oil",150 x 65,606.jpg
607,Summer in the Park (The Linde Frieze),1904,"Munch Museum, Oslo, Norway",,"canvas, oil",91 x 172,607.jpg
608,Young People on the Beach (The Linde Frieze),1904,"Munch Museum, Oslo, Norway",,"canvas, oil",90 x 174,608.jpg
609,Trees by the Beach (The Linde Frieze),1904,"Munch Museum, Oslo, Norway",,"canvas, oil",93 x 167,609.jpg
610,Kissing Couples in the Park (The Linde Frieze),1904,"Munch Museum, Oslo, Norway",,"canvas, oil","91 x 170,5",610.jpg
611,Girls picking Fruit (The Linde Frieze),1904,"Munch Museum, Oslo, Norway",,"canvas, oil",92 x 170,611.jpg
612,Girls watering Flowers (The Linde Frieze),1904,"Munch Museum, Oslo, Norway",,"canvas, oil","99,5 x 80",612.jpg
613,Embrace on the Beach (The Linde Frieze),1904,Private collection,,"canvas, oil",91 x 195,613.jpg
614,Dance on the Beach (The Linde Frieze),1904,"Munch Museum, Oslo, Norway",,"canvas, oil",90 x 316,614.jpg
615,Sun Flower (The Linde Frieze),1904,Probably lost,lost,?,?,
616,Hollyhock (The Linde Frieze),1904,Probably lost,lost,?,?,
617,Young Girl in Blue,1904,Private collection,,"canvas, oil",140 x 72,617.jpg
618,Max Linde,1904,"Stiftung Moritzburg, Kunstmuseum des Landes Sachen-Anhalt, Germany",,"canvas, oil","226,5 x 101,5",618.jpg
619,Max Linde in Sailing Outfit,1904,"Stenersen Museum, Oslo, Norway. A gift from Rolf E. Stenersen to the city of Oslo",,"canvas, oil",133 x 81,619.jpg
620,Self-Portrait against Two-Coloured Background,1904,Private collection,,"canvas, oil","69,5 x 44",620.jpg
621,Self-Portrait with Brushes,1904,"Munch Museum, Oslo, Norway",,"canvas, oil",197 x 91,621.jpg
622,Ellen Warburg,1905,"Kunsthaus Zürich, Switzerland",,"canvas, oil",180 x 100,622.jpg
623,Spring in Åsgårdstrand,1905,Location unknown,,"canvas, oil",80 x 60,623.jpg
624,Kiøsterudgården in Åsgårdstrand,1905,Private collection,,"canvas, oil","100,5 x 130,5",624.jpg
625,Early Spring,1905,Private collection,,"canvas, oil","70,5 x 44,5",625.jpg
626,Early Spring in Åsgårdstrand,1905,"Munch Museum, Oslo, Norway",,"canvas, oil","69,5 x 85",626.jpg
627,Spring Landscape,1905,Private collection,,"canvas, oil",78 x 98,627.jpg
628,Beach Landscape,1905,Private collection,,"canvas, oil","69,5 x 100",628.jpg
629,The Road to Borre,1905,"Munch Museum, Oslo, Norway",,"canvas, oil",70 x 100,629.jpg
630,Trees and Torpedo Boat,1905,"Munch Museum, Oslo, Norway",,"canvas, oil","70,5 x 100",630.jpg
631,Cherry Tree in Blossom,1905,"Fram Trust, USA",,"canvas, oil","50,1 x 70,2",631.jpg
632,House in Åsgårdstrand,1905,Location unknown,,"wood panel, oil","45,5 x 54",632.jpg
633,Cherry Tree in Blossom and Young Girls in the Garden,1905,"Munch Museum, Oslo, Norway",,"canvas, oil",94 x 116,633.jpg
634,Two Young Girls in the Garden,1905,"Museum Boijmans van Beuningen, Rotterdam, Netherlands",,"canvas, oil",130 x 110,634.jpg
635,Ludvig Karsten,1905,"Thiel Gallery, Stockholm, Sweden",,"canvas, oil",194 x 91,635.tif
636,Beach Landscape with Trees and Boats,1905–06,"Munch Museum, Oslo, Norway",,"canvas, oil",89 x 139,636.jpg
637,Beach Landscape with Trees and Boats,1905–06,"Munch Museum, Oslo, Norway",,"unprimed canvas, oil","89,5 x 138,5",637.jpg
638,Three Girls in Åsgårdstrand,1905,"Thiel Gallery, Stockholm, Sweden",,"canvas, oil",131 x 111,638.tif
639,The Girls on the Bridge,1905,"Wallraf-Richartz Museum, Cologne, Germany",,"canvas, oil",126 x 126,639.jpg
640,Two Human Beings. The Lonely Ones,1905,Private collection,,"canvas, oil",80 x 110,640.jpg
641,Taarbæk Harbour,1905,"Munch Museum, Oslo, Norway",,"canvas, oil",50 x 80,641.jpg
642,Garden in Taarbæk,1905,Eric Owen Arneberg,,"canvas, oil","99,5 x 61",642.jpg
643,Caricature Portrait of Henrik Lund,1905,"Munch Museum, Oslo, Norway",,"canvas, oil",67 x 57,643.jpg
644,Original Man,1905,"Munch Museum, Oslo, Norway",,"canvas, oil","59 x 36,5",644.jpg
645,Self-Portrait against a Green Background (left),1905,"Munch Museum, Oslo, Norway",,"canvas, oil","64 x 45,5",645.jpg
646,Caricature Portrait of Tulla Larsen (right),1905,"Munch Museum, Oslo, Norway",,"canvas, oil",62 x 33,646.jpg
647,Head by Head,1905,"Munch Museum, Oslo, Norway",,"canvas, oil",78 x 64,647.jpg
648,Head by Head,1905,"Munch Museum, Oslo, Norway",,"canvas, oil and carbon","50 x 70,5",648.jpg
649,Self-Portrait with Moustache and Starched Collar,1905,"National Gallery, Oslo, Norway",,"carton, watercolor, pastel and gouache","44 x 41,5",649.jpg
650,Self-Portrait in Broad Brimmed Hat,1905–06,"Munch Museum, Oslo, Norway",,"canvas, oil",79 x 64,650.jpg
651,Esche's Children,1905,"Kunsthaus Zürich, Switzerland. Eigentum der Herbert Eugen Esche-Stiftung",,"canvas, oil","148 x 162,5",651.jpg
652,Edmute Esche with Doll,1905,Private collection,,"canvas, oil",74 x 68,652.jpg
653,Hans Herbert Esche with Nanny,1905,Location unknown,,"canvas, oil","71,5 x 56,5",653.jpg
654,Edmute Esche,1905,"Kunsthaus Zürich, Switzerland. Eigentum der Herbert Eugen Esche-Stiftung",,"canvas, oil",41 x 32,654.jpg
655,Hanni Esche,1905,Probably lost,lost,?,?,
656,Hanni Esche,1905,"Bavarian State Picture Collection, Neue Pinakothek, Munich, Germany. On loan from a private collection",,"canvas, oil","81,7 x 70,6",656.jpg
657,Herbert Esche,1905,"Kunsthaus Zürich, Switzerland. Eigentum der Herbert Eugen Esche-Stiftung",,"canvas, oil and pastel",120 x 70,657.jpg
658,Herbert Esche,1905,"Kunsthaus Zurich, Switzerland. Eigentum der Herbert Eugen Esche-Stiftung",,"canvas, oil","71 x 55,5",658.jpg
659,View across Chemnitzal,1905,"Kunsthaus Zürich, Switzerland. Eigentum der Herbert Eugen Esche-Stiftung",,"canvas, oil",53 x 68,659.jpg
660,From Thüringerwald,1905,"Munch Museum, Oslo, Norway",,"canvas, oil",80 x 100,660.jpg
661,Elgersburg,1905,"Munch Museum, Oslo, Norway",,"canvas, oil","70,5 x 90",661.jpg
662,Road in Thüringen,1905,"Munch Museum, Oslo, Norway",,"canvas, oil",72 x 95,662.jpg
663,From Thüringerwald,1905,"Private collection, Dallas",,"canvas, oil",76 x 109,663.jpg
664,Card Players in Elgersburg,1905,"Munch Museum, Oslo, Norway",,"canvas, oil",85 x 100,664.jpg
665,Woman with Sick Child. Inheritance,1905–06,"Munch Museum, Oslo, Norway",,"canvas, oil",119 x 100,665.jpg
666,Drinkers,1906,"Munch Museum, Oslo, Norway",,"canvas, oil",76 x 96,666.jpg
667,Charwomen at the Mutiger Ritter Hotel in Kösen,1906,"Munch Museum, Oslo, Norway",," paper pasted on carton, gouache and wax pastel","71,5 x 47,5",667.jpg
668,Charwomen on the Stairs,1906,"Munch Museum, Oslo, Norway",," paper pasted on carton, gouache and wax pastel",71 x 80,668.jpg
669,"Winter Landscape, Thüringen",1906,"The Art Museums in Bergen, Norway. Bergen Art Museum (Stenersen's collection)",,"canvas, oil",70 x 90,669.jfif
670,"Snow Landscape, Thüringen",1906,"Thiel Gallery, Stockholm, Sweden",,"canvas, oil",68 x 107,670.tif
671,"Snow Landscape, Thüringen",1906,"Von der Heydt Museum, Wuppertal, Germany",,"canvas, oil",71 x 91,671.jpg
672,"Snow Landscape, Thüringen",1906,Private collection,,"canvas, oil",78 x 98,672.jpg
673,Winter. Elgersburg,1906,"Munch Museum, Oslo, Norway",,"canvas, oil",84 x 109,673.jpg
674,Small Town Street in Snow,1906,"Sprengel Museum, Hannover, Germany",,"canvas, oil","70,5 x 90,5",674.jfif
675,Children and Ducks,1906,"Munch Museum, Oslo, Norway",,"canvas, oil",100 x 105,675.jpg
676,New Snow in the Avenue,1906,"Munch Museum, Oslo, Norway",,"canvas, oil",80 x 100,676.jpg
677,Children on the Street,1906,"Munch Museum, Oslo, Norway",,"canvas, oil",75 x 90,677.jpg
678,"Mother with Children, Thüringen",1906,Private collection,,"canvas, oil","200 x 105,5",678.jpg
679,"Mothers with Children, Thüringen",1906,Private collection,,"canvas, oil","96,5 x 101",679.jpg
680,The Oak,1906,"Thiel Gallery, Stockholm, Sweden",,"canvas, oil",87 x 100,680.tif
681,Chestnut Trees,1906,"Munch Museum, Oslo, Norway",,"canvas, oil",101 x 80,681.jpg
682,Park,1906,"Munch Museum, Oslo, Norway",,"canvas, oil",85 x 110,682.jpg
683,Park in Kösen,1906,Private collection,,"canvas, oil","65 x 79,5",683.jpg
684,Park in Kösen,1906,"Österreichische Galerie Belvedere, Wien, Austria",,"canvas, oil",70 x 80,684.jpg
685,Park Landscape,1906,"Munch Museum, Oslo, Norway",,"canvas, oil",100 x 80,685.jpg
686,Felix Auerbach,1906,Location unknown,,"canvas, oil","83,8 x 76,2",686.jpg
687,Self-Portrait against Red Background,1906,"Munch Museum, Oslo, Norway",,"canvas, oil",120 x 70,687.jpg
688,Self-Portrait With a Bottle of Wine,1906,"Munch Museum, Oslo, Norway",,"canvas, oil","110,5 x 120,5",688.jpg
689,Friedrich Nietzsche,1906,"Munch Museum, Oslo, Norway",,"paper, carbon, pastel and tempera",200 x 130,689.jpg
690,Friedrich Nietzsche,1906,"Thiel Gallery, Stockholm, Sweden",,"canvas, oil",201 x 160,690.jpg
691,Friedrich Nietzsche,1906,"Munch Museum, Oslo, Norway",,"canvas, oil and tempera",201 x 130,691.jpg
692,Elisabeth Förster-Nietzsche,1906,"Munch Museum, Oslo, Norway",,"canvas, oil",164 x 101,692.jpg
693,Elisabeth Förster-Nietzsche,1906,"Thiel Gallery, Stockholm, Sweden",,"canvas, oil",115 x 80,693.tif
694,Albert Kollmann,1906,"Munch Museum, Oslo, Norway",,"canvas, oil",72 x 80,694.jpg
695,Harry Graf Kessler,1906,"Stenersen Museum, Oslo, Norway. A gift from Rolf E. Stenersen to the city of Oslo",,"canvas, oil","122,5 x 27?",695.jpg
696,Harry Graf Kessler,1906,"Neue Nationalgalerie, Berlin, Germany",,"canvas, oil",200 x 84,696.jpg
697,Mrs. Schwarz,1906,The Art Museums in Bergen. Bergen Art Museum (Rasmus Meyer's collection),,"canvas, oil","65 x 75,5",697.jpg
698,Mrs. Schwarz,1906,"National Gallery, Oslo, Norway",,"canvas, oil","99,5 x 60,5",698.jpg
699,Set Design for Henrik Ibsen's Ghosts,1906,"Munch Museum, Oslo, Norway",,"unprimed canvas, tempera",60 x 102,699.jpg
700,Set Design for Henrik Ibsen's Ghosts,1906,"Kunstmuseum Basel, Switzerland",,"unprimed canvas, tempera","61 x 99,5",700.jpg
701,Set Design for Henrik Ibsen's Ghosts,1906,Location unknown,,?,?,701.jpg
702,Set Design for Henrik Ibsen's Ghosts,1906,"Munch Museum, Oslo, Norway",,"unprimed canvas, tempera","60 x 102,5",702.jpg
703,Set Design for Henrik Ibsen's Ghosts,1906,"Munch Museum, Oslo, Norway",,"unprimed canvas, tempera",60 x 102,703.jpg
704,Set Design for Henrik Ibsen's Ghosts,1906,Location unknown,,"carton, watercolor and gouache","44 x 69,5",704.jpg
705,Set Design for Henrik Ibsen's Ghosts,1906,"Munch Museum, Oslo, Norway",,"unprimed carton, tempera",46 x 71,705.jpg
706,Set Design for Henrik Ibsen's Ghosts,1906,"Galleri Faurschou, Copenhagen, Denmark",,"unprimed canvas, tempera","45,7 x 76,5",706.jpg
707,Set Design for Henrik Ibsen's Ghosts,1906,"The Art Museums in Bergen, Norway. Bergen Art Museum (Stenersen's collection)",,"unprimed carton, tempera and carbon",70 x 90,707.jpg
708,Set Design for Henrik Ibsen's Ghosts,1906,Private collection,,"unprimed carton, gouache",43 x 70,708.jpg
709,Set Design for Henrik Ibsen's Ghosts,1906,"Munch Museum, Oslo, Norway",," carton, oil","47,5 x 68",709.jpg
710,Set Design for Henrik Ibsen's Ghosts,1906,Location unknown,,?,45 x 63,710.jpg
711,Fjord Landscape. Set Design for Henrik Ibsen's Ghosts,1906,"Munch Museum, Oslo, Norway",,"canvas, oil",69 x 100,711.jpg
712,Woman,1906–07,"Munch Museum, Oslo, Norway",,"unprimed carton, gouache","54,7 x 73,6",712.jpg
713,Woman in White Sitting on the Beach,1906–07,"Munch Museum, Oslo, Norway",,"unprimed canvas, tempera",97 x 173,713.jpg
714,Melancholy. Weeping Woman on the Beach,1906,"Munch Museum, Oslo, Norway",,"unprimed canvas, tempera","88 x 141,5",714.jpg
715,Three Seated Young Women,1906–07,"Munch Museum, Oslo, Norway",,"unprimed canvas, tempera",90 x 70,715.jpg
716,Kiss,1906–07,Stenersen Museum. A gift from Rolf E. Stenersen to the city of Oslo,,"unprimed carton, gouache (?)",100 x 70,716.jpg
717,Separation,1906–07,"Munch Museum, Oslo, Norway",,"unprimed canvas, tempera","100 x 75,5",717.jpg
718,Woman Picking Fruit,1906–07,"Munch Museum, Oslo, Norway",,"unprimed canvas, tempera",87 x 159,718.jpg
719,Two Women on the Road,1906–09,"Munch Museum, Oslo, Norway",,"unprimed canvas, oil","98 x 143,5",719.jpg
720,Dance by the Sea,1906–07,"Munch Museum, Oslo, Norway",,"unprimed canvas, tempera","90 x 247,5",720.jpg
721,Desire,1906–07,"Munch Museum, Oslo, Norway",,"unprimed canvas, tempera",90 x 248,721.jpg
722,Moonlight on the Beach,1906–07,"Munch Museum, Oslo, Norway",,"unprimed canvas, tempera",90 x 299,722.jpg
723,By the Sea,1906–07,Private collection,,"unprimed canvas, tempera",90 x 396,723.jpg
724,Groups of People on the Beach,1906,Probably lost,lost,?,?,
725,Moonlight on the Sea (The Reinhardt Frieze),1906–07,"Neue Nationalgalerie, Berlin, Germany",,"unprimed canvas, tempera","90 x 157,5",725.jpg
726,Two Young Women in Red and White (The Reinhardt Frieze),1906–07,"Neue Nationalgalerie, Berlin, Germany",,"unprimed canvas, tempera",90 x 70,726.jpg
727,Trees by the Sea (The Reinhardt Frieze),1906–07,"Neue Nationalgalerie, Berlin, Germany",,"unprimed canvas, tempera","91 x 157,5",727.jpg
728,Summer Night (The Reinhardt Frieze),1906–07,"Neue Nationalgalerie, Berlin, Germany",,"unprimed canvas, tempera",91 x 252,728.jpg
729,Desire (The Reinhardt Frieze),1906–07,"Neue Nationalgalerie, Berlin, Germany",,"unprimed canvas, tempera",91 x 250,729.jpg
730,Dance on the Beach (The Reinhardt Frieze),1906–07,Priavate collection,,"unprimed canvas, tempera",90 x 403,730.jpg
731,Kiss on the Beach (The Reinhardt Frieze),1906–07,"Neue Nationalgalerie, Berlin, Germany",,"unprimed canvas, tempera",90 x 155,731.jpg
732,Young Women Picking Fruit (The Reinhardt Frieze),1906–07,"Neue Nationalgalerie, Berlin, Germany",,"unprimed canvas, tempera","89,5 x 70",732.jpg
733,Sun Flower (The Reinhardt Frieze),1906–07,"Neue Nationalgalerie, Berlin, Germany",,"unprimed canvas, tempera","89,5 x 70",733.jpg
734,Young Women on the Beach (The Reinhardt Frieze),1906–07,"Hamburger Kunsthalle, Hamburg, Germany",,"unprimed canvas, tempera",90 x 148,734.jpg
735,Two Human Beings. The Lonely ones (The Reinhardt Frieze),1906–07,"Museum Folkwang, Essen, Germany",,"unprimed canvas, tempera","89,5 x 159,5",735.jpg
736,Melancholy (The Reinhardt Frieze),1906–07,"Neue Nationalgalerie, Berlin, Germany",,"unprimed canvas, tempera",90 x 160,736.jpg
737,"Set Design for Henrik Ibsen's ""Hedda Gabler""",1906–07,"Munch Museum, Oslo, Norway",,"unprimed carton, gouache",70 x 99,737.jpg
738,"Set Design for Henrik Ibsen's ""Hedda Gabler""",1906–07,"Munch Museum, Oslo, Norway",,"unprimed carton, gouache","41,5 x 71",738.jpg
739,"Set Design for Henrik Ibsen's ""Hedda Gabler""",1906–07,"Munch Museum, Oslo, Norway",,"unprimed carton, gouache",34 x 50,739.jpg
740,Woman Standing in the Doorway,1906–07,"Munch Museum, Oslo, Norway",," carton, oil","54,5 x 45,5",740.jpg
741,Murder,1906,"Munch Museum, Oslo, Norway",,"canvas, oil","69,5 x 100",741.jpg
742,The Murderess,1906,"Munch Museum, Oslo, Norway",,"canvas, oil",110 x 120,742.jpg
743,The Death of Marat,1906–07,"Munch Museum, Oslo, Norway",,"canvas, oil",70 x 76,743.jpg
744,Walter Rathenau,1907,"Stiftung Stadtmuseum Berlin, Germany. Acquired with support from Siemens Kunstfond",,"canvas, oil",200 x 110,744.jpg
745,Walter Rathenau,1907,"The Art Museums in Bergen, Norway. Bergen Art Museum (Rasmus Meyer's collection)",,"canvas, oil",220 x 110,745.jfif
746,Ernest Thiel,1907,"Thiel Gallery, Stockholm, Sweden",,"canvas, oil",191 x 101,746.jpg
747,Ernest Thiel,1907,"Thiel Gallery, Stockholm, Sweden",,"canvas, oil",210 x 120,747.tif
748,The Harbour in Lübeck,1907,"Kunsthaus Zürich, Switzerland",,"canvas, oil","81,5 x 122",748.jpg
749,The Coast near Lübeck,1907,"National Gallery in Prague, Czech Republic",,"canvas, oil",87 x 102,749.jpg
750,Lübeck with the Holstentor,1907,"Neue Nationalgalerie, Berlin, Germany",,"canvas, oil",84 x 130,750.jpg
751,"Rodin's ""Le Penseur"" in Dr. Linde's Garden",1907,"Musée Rodin, Paris, France",,"canvas, oil",122 x 78,751.jpg
752,Self-Portrait in Profile,1907,"Munch Museum, Oslo, Norway",,"unprimed carton, gouache and wax pastel","63,5 x 65",752.jpg
