1002,The Yellow Log,1912,"Munch Museum, Oslo, Norway",,"canvas, oil","129 x 160,5",1002.jpg
1003,Forest in Snow,1912,"Munch Museum, Oslo, Norway",,"canvas, oil",109 x 129,1003.jpg
1004,Forest,1912,Location unknown,,"canvas, oil",101 x 131,1004.jpg
1005,Houese in Kragerø,1912,Location unknown,,"canvas, oil","110,5 x 120",1005.jpg
1006,Kragerø in Spring,1912,"Munch Museum, Oslo, Norway",,"canvas, oil","120 x 120,5",1006.jpg
1007,Avenue in Kragerø,1912–13,Private collection,,"canvas, oil",90 x 69,1007.jpg
1008,Landscape from Kragerø,1912,"The Metropolitan Museum of Art, New York City, New York, USA. Bequest of Scotfield Thayer, 1982",,"canvas, oil","72,4 x 100,3",1008.jpg
1009,Ingeborg Kaurin,1912,"Munch Museum, Oslo, Norway",,"canvas, oil",152 x 82,1009.jpg
1010,Ingeborg in Green,1912,"Museum of Fine Arts, Boston, Massachusetts, USA. Tompkins Collection – Arthur Gordon Tompkins Fund [2]",,"canvas, oil","163 x 97,5",1010.jpg
1011,Footbath,1912–13,"Munch Museum, Oslo, Norway",,"canvas, oil",111 x 100,1011.jpg
1012,Footbath,1912–13,"Munch Museum, Oslo, Norway",,"canvas, oil",110 x 80,1012.jpg
1013,Model in Green and Blue,1912–15,"Munch Museum, Oslo, Norway",,"canvas, oil",90 x 60,1013.jpg
1014,Ingeborg with her Arms behind her Back,1912–13,"Munch Museum, Oslo, Norway",,"canvas, oil",84 x 69,1014.jpg
1015,Two Sisters,1912–13,"Munch Museum, Oslo, Norway",,"canvas, oil",85 x 120,1015.jpg
1016,Old Man in an Interior,1912–13,"Munch Museum, Oslo, Norway",,"canvas, oil",98 x 100,1016.jpg
1017,Jensen with a Duck,1912,Private collection,,"canvas, oil",150 x 100,1017.jpg
1018,Jensen with Slaughtered Duck,1912,"Munch Museum, Oslo, Norway",,"canvas, oil",150 x 99,1018.jpg
1019,The Sun,1912,"Munch Museum, Oslo, Norway",,"canvas, oil","123 x 176,5",1019.jpg
1020,The Sun,1912–13,"Munch Museum, Oslo, Norway",,"canvas, oil",308 x 500,1020.jpg
1021,Alma Mater,1912–13,"Munch Museum, Oslo, Norway",,"canvas, oil",253 x 710,1021.jpg
1022,History,1912–13,"Munch Museum, Oslo, Norway",,"canvas, oil",232 x 605,1022.jpg
1023,Women Turned towards the Sun,1912–13,"Munch Museum, Oslo, Norway",,"canvas, oil","258 x 128,5",1023.jpg
1024,The Source,1912–13,"Munch Museum, Oslo, Norway",,"canvas, oil",255 x 124,1024.jpg
1025,Men Turned towards the Sun,1912–13,"Munch Museum, Oslo, Norway",,"canvas, oil","260 x 124,5",1025.jpg
1026,Harvesting Women,1912–13,"Munch Museum, Oslo, Norway",,"canvas, oil",255 x 124,1026.jpg
1027,Chemistry,1912–13,"Munch Museum, Oslo, Norway",,"canvas, oil","229,5 x 118",1027.jpg
1028,New Rays,1912–13,"Munch Museum, Oslo, Norway",,"canvas, oil",229 x 111,1028.jpg
1029,The Sower,1912–13,"Munch Museum, Oslo, Norway",,"canvas, oil",264 x 199,1029.jpg
1030,The Sower,1912–13,"Munch Museum, Oslo, Norway",,"canvas, oil",123 x 76,1030.jpg
1031,The Pathfinder,1912–13,"Munch Museum, Oslo, Norway",,"canvas, oil",257 x 195,1031.jpg
1032,The Pathfinder,1912–13,"Munch Museum, Oslo, Norway",,"canvas, oil",120 x 89,1032.jpg
1033,Boy in Rocky Landscape,1912–15,"Detroit Institute of Arts‚ Michigan, USA",,"canvas, oil","77,5 x 67,5",1033.jpg
1034,Alma Mater: Portrait Study,1912–14,"Munch Museum, Oslo, Norway",,"canvas, oil",81 x 60,1034.jpg
1035,Alma Mater: Study,1912–14,"Munch Museum, Oslo, Norway",,"canvas, oil",122 x 100,1035.jpg
1036,Alma Mater: Study,1912–14,"Munch Museum, Oslo, Norway",,"canvas, oil",79 x 70,1036.jpg
1037,Alma Mater,1912–14,"Munch Museum, Oslo, Norway",,"canvas, oil",72 x 165,1037.jpg
1038,Alma Mater: Study,1912–14,"Munch Museum, Oslo, Norway",,"canvas, oil and carbon",100 x 130,1038.jpg
1039,Ducks and Turkeys in Snow,1913,"The Art Museums in Bergen, Norway. Bergen Art Museum (Stenersen's collection)",,"canvas, oil",79 x 99,1039.jfif
1040,Turkeys,1913,"Munch Museum, Oslo, Norway",,"canvas, oil",75 x 98,1040.jpg
1041,Ducks in Snow,1913,Location unknown,,"canvas, oil",?,1041.jpg
1042,Turkey,1913,Location unknown,,"canvas, oil",68 x 90,1042.jpg
1043,The Sower,1913,Private collection,,"canvas, oil","91 x 115,5",1043.jpg
1044,Standing Woman with Arms Folded,1913–15,"Stenersen Museum, Oslo, Norway. A gift from Rolf E. Stenersen to the city of Oslo",,"canvas, oil",145 x 110,1044.jpg
1045,St. Bernhard Dog in Snow,1913–15,"Munch Museum, Oslo, Norway",,"canvas, oil",90 x 120,1045.jpg
1046,St. Bernhard Dog in Snow,1913–15,"Munch Museum, Oslo, Norway",,"canvas, oil",75 x 100,1046.jpg
1047,In the Kennel,1913–15,"Munch Museum, Oslo, Norway",,"canvas, oil",68 x 90,1047.jpg
1048,Snow,1913–15,Location unknown,,"canvas, oil",65 x 80,1048.jpg
1049,From Jeløya,1913–15,"Munch Museum, Oslo, Norway",,"canvas, oil","100 x 92,5",1049.jpg
1050,From Jeløya,1913–15,"Munch Museum, Oslo, Norway",,"canvas, oil","99,5 x 120",1050.jpg
1051,From Jeløya,1913–15,Location unknown,,"canvas, oil","71 x 80,5",1051.jpg
1052,Junipers by the Coast,1913–15,"Munch Museum, Oslo, Norway",,"canvas, oil",77 x 100,1052.jpg
1053,Green Tree by the Road,1913?,"Munch Museum, Oslo, Norway",,"canvas, oil",102 x 96,1053.jpg
1054,Yellow and Green Tree,1913–16,"Munch Museum, Oslo, Norway",,"canvas, oil",80 x 65,1054.jpg
1055,Street in Kragerø,1913,"Kunsthalle Bielefeld, Germany. On permanent loan from Staff Stiftung, Lemgo",,"canvas, oil",80 x 100,1055.jpg
1056,Self-Portrait with Hat,1913,"Munch Museum, Oslo, Norway",,"canvas, oil",90 x 68,1056.jpg
1057,Christian and Hjørdis Gierløff,1913–14,"Munch Museum, Oslo, Norway",,"canvas, oil","155,5 x 174,5",1057.jpg
1058,Christian and Hjørdis Gierløff,1913–14,"Epstein Family Collection, Washington DC, USA",,"canvas, oil and wax pastel",68 x 90,1058.jpg
1059,Käte Perls,1913,"Munch Museum, Oslo, Norway",,"canvas, oil","145,5 x 77,5",1059.jpg
1060,Käte Perls,1913,"Munch Museum, Oslo, Norway",,"canvas, oil",116 x 132,1060.jpg
1061,Käte Perls,1913,"Kunstmuseum Basel, Switzerland",,"canvas, oil","120,5 x 116",1061.jpg
1062,Käte and Hugo Perls,1913,"Munch Museum, Oslo, Norway",,"canvas, oil",68 x 90,1062.jpg
1063,Käte and Hugo Perls,1913,de:Kunstsammlungen Chemnitz,,"canvas, oil","68 x 90,5",1063.jpg
1064,Elsa Glaser,1913,"Munch Museum, Oslo, Norway",,"canvas, oil",120 x 85,1064.jpg
1065,Elsa and Curt Glaser,1913,Location unknown,,"canvas, wax pastel, carbon and oil (?)","57,5 x 79",1065.jpg
1066,Elsa Glaser,1913,"Kunsthaus Zürich, Switzerland",,"canvas, oil","120,5 x 85",1066.jpg
1067,Irmgard Steinbart,1913,"Mildred Lane Kemper Art Museum, Washington University in St. Louis, Missouri, USA. Gift of Morton J. May, 1968",,"canvas, oil","176,2 x 87,6",1067.jpg
1068,Irmgard Steinbart,1913,"Munch Museum, Oslo, Norway",,"canvas, oil",183 x 91,1068.jpg
1069,The Seducer,1913,"Munch Museum, Oslo, Norway",,"canvas, oil","80,5 x 100",1069.jpg
1070,The Seducer,1913,"Munch Museum, Oslo, Norway",,"canvas, oil",98 x 119,1070.jpg
1071,Naked Man and Woman,Ca. 1913–15,"Munch Museum, Oslo, Norway",,"canvas, oil","80,5 x 100.5",1071.jpg
1072,Seated on a Suitcase,1913–15,"Munch Museum, Oslo, Norway",,"canvas, oil",151 x 120,1072.jpg
1073,Beneath the Red Apples,1913–15,"Munch Museum, Oslo, Norway",,"canvas, oil","106,5 x 143,5",1073.jpg
1074,Man and Woman,1913–15,"Munch Museum, Oslo, Norway",,"canvas, oil","67,5 x 89,5",1074.jpg
1075,Man and Woman,1913–15,"Munch Museum, Oslo, Norway",,"canvas, oil",65 x 100,1075.jpg
1076,Man and Woman,1913–15,"Munch Museum, Oslo, Norway",,"canvas, oil","89 x 115,5",1076.jpg
1077,Jealousy,1913,"Städel Museum, Frankfurt am Main, Germany. On loan from a private collection",,"canvas, oil",85 x 130,1077.jpg
1078,Jealousy,1913–15,"Munch Museum, Oslo, Norway",,"canvas, oil","109,5 x 135",1078.jpg
1079,Jealousy,1913–15,"Munch Museum, Oslo, Norway",,"canvas, oil",75 x 98,1079.jpg
1080,Old Man with Naked Woman on his Lap,1913–15,"Munch Museum, Oslo, Norway",,"canvas, oil",65 x 99,1080.jpg
1081,The Secret,1913,"Munch Museum, Oslo, Norway",,"canvas, oil",100 x 212,1081.jpg
1082,On the Sofa,1913,"Munch Museum, Oslo, Norway",,"canvas, oil",80 x 150,1082.jpg
1083,Seated Nude,1913,"National Gallery, Oslo, Norway",,"canvas, oil","103 x 72,5",1083.jpg
1084,Seated Nude,1913–14,"Munch Museum, Oslo, Norway",,"canvas, oil",81 x 54,1084.jpg
1085,Morning Yawn,1913,"The Art Museums in Bergen, Norway. Bergen Art Museum (Stenersen's collection)",,"canvas, oil",108 x 98,1085.jfif
1086,Boy Lying on his Stomach,1913,"Munch Museum, Oslo, Norway",,"canvas, oil",48 x 61,1086.jpg
1087,Reclining Nude,1913–14,"Kunsthalle Hamburg, Germany",,"canvas, oil",80 x 100,1087.jpg
1088,Weeping Nude,1913–14,"Munch Museum, Oslo, Norway",,"canvas, oil","110,5 x 135",1088.jpg
1089,Youth,1913–14,"Munch Museum, Oslo, Norway",,"canvas, oil",201 x 97,1089.jpg
1090,Bathing Men,1913–15,"Munch Museum, Oslo, Norway",,"canvas, oil",200 x 226,1090.jpg
1091,Workers in Snow,1913–15,"Munch Museum, Oslo, Norway",,"canvas, oil",163 x 200,1091.jpg
1092,Snow Shovellers,1913–14,"Probably lost, previously National Gallery, Berlin, Germany",,"canvas, oil",151 x 128,1092.jpg
1093,The Logger,1913,"Munch Museum, Oslo, Norway",,"canvas, oil","130 x 105,5",1093.jpg
1094,Workers on their Way Home,1913–14,"Munch Museum, Oslo, Norway",,"canvas, oil",201 x 227,1094.jpg
1095,Workers on their Way Home,1914,"Statens Museum for Kunst, Copenhagen, Denmark",,"canvas, oil",131 x 161,1095.jpg
1096,Kiss on the Shore by Moonlight,1914,"Munch Museum, Oslo, Norway",,"canvas, oil",77 x 100,1096.jpg
1097,Puberty,1914–16,"Munch Museum, Oslo, Norway",,"canvas, oil",97 x 77,1097.jpg
1098,History: Study for the Boy,1914–16,"Munch Museum, Oslo, Norway",,"unprimed canvas, oil",200 x 85,1098.jpg
1099,History,1914,"Stenersen Museum, Oslo, Norway. A gift from Rolf E. Stenersen to the city of Oslo",,"canvas, oil",89 x 200,1099.jpg
1100,Alma Mater: Exploring Children,1914–15,"Munch Museum, Oslo, Norway",,"canvas, oil",460 x 390,1100.jpg
1101,Alma Mater: Middle Part,1914-15,"Munch Museum, Oslo, Norway",,"canvas, oil",326 x 410,1101.jpg
1102,Alma Mater: Seated Youth,1914–15,"Munch Museum, Oslo, Norway",,"canvas, oil",450 x 260,1102.jpg
1103,Alma Mater: Standing Child,1914–15,"Munch Museum, Oslo, Norway",,"unprimed canvas, oil",167 x 95,1103.jpg
1104,Alma Mater: Two Sitting Children,1914–15,"Munch Museum, Oslo, Norway",,"unprimed canvas, oil",190 x 96,1104.jpg
1105,Alma Mater: Fragment,1914–15,"Munch Museum, Oslo, Norway",,"canvas, oil",228 x 97,1105.jpg
1106,Alma Mater: Boy Lying Down,1914–15,"Munch Museum, Oslo, Norway",,"unprimed canvas, oil",215 x 189,1106.jpg
1107,Alma Mater: Middle Part,1914-15,"Munch Museum, Oslo, Norway",,"canvas, oil",440 x 200,1107.jpg
1108,Alma Mater: Two Seated Children,1914–15,"Munch Museum, Oslo, Norway",,"unprimed canvas, oil",440 x 162,1108.jpg
1109,Alma Mater,1914–15(?),"Munch Museum, Oslo, Norway",,"canvas, oil",120 x 263,1109.jpg
1110,Alma Mater: Portrait Study,1914–16,"Munch Museum, Oslo, Norway",,"canvas, oil",118 x 102,1110.jpg
1111,Alma Mater: Portrait Study,1914–16,"Munch Museum, Oslo, Norway",,"canvas, oil",80 x 52,1111.jpg
1112,Geniuses in Sun Rays,1914–16,"Munch Museum, Oslo, Norway",,"canvas, oil",149 x 94,1112.jpg
1113,Geniuses in Sun Rays,1914–16,"Munch Museum, Oslo, Norway",,"canvas, oil",155 x 120,1113.jpg
1114,Men Turned towards the Sun,1914–16,"Munch Museum, Oslo, Norway",,"canvas, oil",444 x 169,1114.jpg
1115,Christen Sandberg,1914–15,Moss Klub- og Balselskab,,"canvas, oil","90,5 x 70,5",1115.jpg
1116,Spring by the Coast,1914,"Fram Trust, USA",,"canvas, oil",68 x 91,1116.jpg
1117,Junipers by the Sea,1914–15,"Munch Museum, Oslo, Norway",,"canvas, oil","80,5 x 110,5",1117.jpg
1118,Birch Trunks,1914–15,Location unknown,,"canvas, oil",71 x 110,1118.jpg
1119,Reclining Nude,1914–15,"Munch Museum, Oslo, Norway",,"canvas, oil",60 x 90,1119.jpg
1120,Reclining Nude on the Rocks,1914–15,"Munch Museum, Oslo, Norway",,"canvas, oil","68,5 x 90",1120.jpg
1121,Bathing Women and Children,1914–15,"Munch Museum, Oslo, Norway",,"canvas, oil",55 x 64,1121.jpg
1122,Bathing Woman by a Red Cliff,1914–15,"Munch Museum, Oslo, Norway",,"canvas, oil",68 x 90,1122.jpg
1123,Sunbathing,1914–15,"Munch Museum, Oslo, Norway",,"canvas, oil","89,5 x 120",1123.jpg
1124,Sunbathing,1914–15,"Munch Museum, Oslo, Norway",,"canvas, oil",72 x 100,1124.jpg
1125,Winter on the Coast,1915,Private collection,,"canvas, oil",72 x 102,1125.jpg
1126,Winter on the Coast,1915,"National Gallery, Oslo, Norway",,"canvas, oil",103 x 128,1126.jpg
1127,Winter on the Coast,1915,"Harvard Art Museums: Busch-Reisinger Museum, Cambridge, Massachusetts, USA. Gift of Lynn G. Straus in memory of Philip A. Straus[6]",,"canvas, oil",139 x 173,1127.jpg
1128,Bay by the Fjord in Winter,1915–16,"Wadsworth Atheneum, Hartford, Connecticut, USA. The Ella Gallup Summer and Mary Catlin Summer Collection Fund",,"canvas, oil","59,5 x 73,5",1128.jpg
1129,Coastal Landscape at Hvitsten,1915,"R. & H. Batliner Art Foundation, Vaduz, Liechtenstein",,"canvas, oil",100 x 150,1129.jfif
1130,Death Struggle,1915,"Statens Museum for Kunst, Copenhagen, Denmark",,"canvas, oil",140 x 182,1130.jfif
1131,Death Struggle,1915,"Munch Museum, Oslo, Norway",,"canvas, oil",174 x 230,1131.jpg
1132,Sacrament,1915,"Munch Museum, Oslo, Norway",,"canvas, oil",120 x 180,1132.jpg
1133,Death Chamber,1915,"Munch Museum, Oslo, Norway",,"canvas, oil",95 x 71,1133.jpg
1134,Two Maids,1915,"Munch Museum, Oslo, Norway",,"canvas, oil","221 x 145,5",1134.jpg
1135,Two Women at the Table,1915-17,"Munch Museum, Oslo, Norway",,"canvas, oil and carbon",80 x 100,1135.jpg
1136,Blood Waterfall,1915–16,"Munch Museum, Oslo, Norway",,"canvas, oil",130 x 79,1136.jpg
1137,Experiment in Colour,1915–16,"Munch Museum, Oslo, Norway",,"canvas, oil",39 x 39,1137.jpg
1138,Forest Study,1915–16,"Munch Museum, Oslo, Norway",,"unprimed wood panel, oil",38 x 46,1138.jpg
1139,Spring Day on Jeløya,1915,Location unknown,,"canvas, oil","65,5 x 80",1139.jpg
1140,Spring Day on Jeløya,1915,Private collection,,"canvas, oil",72 x 100,1140.jpg
1141,Auction at Grimsrød,1915,Private collection,,"canvas, oil",81 x 111,1141.jpg
1142,Self-Portrait with Hat and Red Tie,ca. 1915,"Munch Museum, Oslo, Norway",,"canvas, oil",105 x 75.5,1142.jpg
1143,Self-Portrait in Hat and Coat,ca. 1915,"Munch Museum, Oslo, Norway",,"canvas, oil",90 x 68,1143.jpg
1144,Self-Portrait against Yellow Background,1915,"Munch Museum, Oslo, Norway",,"canvas, oil",100 x 67,1144.jpg
1145,Self-Portrait with Hat and Overcoat,1915,"Munch Museum, Oslo, Norway",,"canvas, oil",190 x 114,1145.jpg
1146,Male Nude,1915,"Munch Museum, Oslo, Norway",,"canvas, oil","105,5 x 75,5",1146.jpg
1147,Bathing Men on Rocks,1915,"Munch Museum, Oslo, Norway",,"canvas, oil",158 x 177,1147.jpg
1148,Bathing Men on Rocks,1915,"Munch Museum, Oslo, Norway",,"canvas, oil",75 x 100,1148.jpg
1149,Naked Man on Rock,1915,"Munch Museum, Oslo, Norway",,"canvas, oil","60,5 x 90",1149.jpg
1150,Sunbathing Women on Rocks,1915,"Munch Museum, Oslo, Norway",,"canvas, oil",100 x 130,1150.jpg
1151,Bathing Men,1915,"Munch Museum, Oslo, Norway",,"canvas, oil","100 x 134,5",1151.jpg
1152,Bathers on Rocks,1915,"Munch Museum, Oslo, Norway",,"canvas, oil",108 x 148,1152.jpg
1153,Bathing Women on Rocks,1915,"Munch Museum, Oslo, Norway",,"canvas, oil",75 x 100,1153.jpg
1154,Bathing Men on Rocks,1915,"Munch Museum, Oslo, Norway",,"canvas, oil",130 x 100,1154.jpg
1155,Red Rocks,1915,"Munch Museum, Oslo, Norway",,"canvas, oil",79 x 86,1155.jpg
1156,Red Rocks,1915,"Munch Museum, Oslo, Norway",,"canvas, oil",95 x 120,1156.jpg
1157,Midsummer,1915,"Munch Museum, Oslo, Norway",,"canvas, oil","95 x 119,5",1157.jpg
1158,Midsummer,1915,"National Gallery, Oslo, Norway",,"canvas, oil","150,5 x 151",1158.jpg
1159,Coastal Landscape at Hvitsten,1915,"Fram Trust, USA",,"canvas, oil","54,5 x 81,5",1159.jpg
1160,Sunbathing,1915,"Munch Museum, Oslo, Norway",,"canvas, oil",62 x 74,1160.jpg
1161,Bathers on Rocks,1915,Location unknown,,"canvas, oil","63,5 x 87",1161.jpg
1162,Sunbathing,1915,Location unknown,,"canvas, oil","63 x 74,5",1162.jpg
1163,Cabbage Field,1915,"Munch Museum, Oslo, Norway",,"canvas, oil",67 x 90,1163.jpg
1164,Workers in the Garden,1915,"Munch Museum, Oslo, Norway",,"canvas, oil",106 x 134,1164.jpg
1165,Man Digging,1915,"Munch Museum, Oslo, Norway",,"canvas, oil",100 x 90,1165.jpg
1166,The Death of the Bohemian,1915–17,"Munch Museum, Oslo, Norway",,"canvas, oil",125 x 244,1166.jpg
1167,The Death of the Bohemian,1915–20,"Munch Museum, Oslo, Norway",,"canvas, oil","73 x 58,5",1167.jpg
1168,The Death of the Bohemian,1915–20,"Munch Museum, Oslo, Norway",,"canvas, oil",67 x 200,1168.jpg
1169,The Death of the Bohemian,1915–17,"Munch Museum, Oslo, Norway",,"canvas, oil",156 x 170,1169.jpg
1170,Winter in Kragerø,1916,"Munch Museum, Oslo, Norway",,"canvas, oil",131 x 112,1170.jpg
1171,The Woman,1916–18,"Munch Museum, Oslo, Norway",,"canvas, oil",200 x 267,1171.jpg
1172,Vampire in the Forest,1916–18,"Munch Museum, Oslo, Norway",,"canvas, oil",150 x 137,1172.jpg
1173,Vampire,1916–18,"Munch Museum, Oslo, Norway",,"canvas, oil",82 x 110,1173.jpg
1174,Vampire,1916–18,"Munch Museum, Oslo, Norway",,"canvas, oil","83,5 x 103",1174.jpg
1175,Vampire,1916–18,"Munch Museum, Oslo, Norway",,"canvas, oil",83 x 104,1175.jpg
1176,Vampire,1916–18,"nl:Sammlung Würth, Künzelsau, Germany",,"canvas, oil",85 x 110,1176.jpg
1177,Bergen Harbour,1916,"Munch Museum, Oslo, Norway",,"canvas, oil",81 x 98,1177.jpg
1178,Bergen Harbour,1916,"Munch Museum, Oslo, Norway",,"canvas, oil","57,5 x 85",1178.jpg
1179,Bergen Harbour,1916,"Epstein Family Collection, Washington DC, USA",,"canvas, oil",60 x 90,1179.jpg
1180,Self-Portrait in Bergen,1916,"Munch Museum, Oslo, Norway",,"canvas, oil","89,5 x 60",1180.jpg
1181,Fields in March,1916,Private collection,,"canvas, oil","66,5 x 101",1181.jpg
1182,Early Spring,1916–20,"Munch Museum, Oslo, Norway",,"canvas, oil",65 x 85,1182.jpg
1183,Spring Ploughing,1916,"Fram Trust, USA",,"canvas, oil",85 x 111,1183.jpg
1184,Spring Ploughing,1916,"Munch Museum, Oslo, Norway",,"canvas, oil",84 x 109,1184.jpg
1185,Ploughed Field,1916,Private collection,,"canvas, oil",67 x 91,1185.jpg
1186,Coastal Landscape at Hvitsten,1916–17,Private collection,,"canvas, oil","66 x 100,5",1186.jpg
1187,Coastal Landscape at Hvitsten,1916–17,Private collection,,"canvas, oil",74 x 101,1187.jpg
1188,Waves Breaking on the Rocks,1916–19,"Munch Museum, Oslo, Norway",,"canvas, oil",99 x 72,1188.jpg
1189,The Fight,1916,"Munch Museum, Oslo, Norway",,"canvas, oil",100 x 67,1189.jpg
1190,Christian Gierløff in Åsgårdstrand,1916,Private collection,,"canvas, oil",107 x 136,1190.jpg
1191,Kai Møller,1916–19,"Felleskjøpet Østlandet, Norway",,"canvas, oil",133 x 113,1191.jpg
1192,Kai Møller,1916,"Munch Museum, Oslo, Norway",,"canvas, oil","129 x 109,5",1192.jpg
1193,Leopold Wondt,1916,"Munch Museum, Oslo, Norway",,"canvas, oil",177 x 109,1193.jpg
1194,Leopold Wondt,1916,Axel C. Eitzen,,"canvas, oil",100 x 72,1194.jpg
1195,Man in the Cabbage Field,1916,"National Gallery, Oslo, Norway",,"canvas, oil",136 x 180,1195.jpg
1196,Young Woman in the Garden,1916,"Munch Museum, Oslo, Norway",,"canvas, oil",119 x 150,1196.jpg
1197,Autumn Colours,1916–20,"Munch Museum, Oslo, Norway",,"canvas, oil",71 x 100,1197.jpg
1198,Two People on a Bench,1916,"Munch Museum, Oslo, Norway",,"canvas, oil",131 x 101,1198.jpg
1199,Greenhouse in Autumn,1916,"Munch Museum, Oslo, Norway",,"canvas, oil",67 x 100,1199.jpg
1200,Ploughing Horses,1916–17,"Munch Museum, Oslo, Norway",,"canvas, oil","85,5 x 87,5",1200.jpg
1201,Ploughed Field,1916–20,"Munch Museum, Oslo, Norway",,"canvas, oil",88 x 88,1201.jpg
1202,The Sower,1916–20,"Munch Museum, Oslo, Norway",,"canvas, oil",249 x 186,1202.jpg
1203,Seated Young Woman,1916,"Munch Museum, Oslo, Norway",,"canvas, oil",97 x 74,1203.jpg
1204,Seated Young Woman,1916,Private collection,,"canvas, oil",136 x 110,1204.jpg
1205,Model with Hat and Coat,1916–17,"Munch Museum, Oslo, Norway",,"canvas, oil",90 x 68,1205.jpg
1206,Seated Nude on the Edge of the Bed,1916,"Moderna Museet, Stockholm, Sweden",,"canvas, oil",141 x 106,1206.jpg
1207,Seated Nude on the Edge of the Bed,1916,Private collection,,"canvas, oil","120,5 x 78,5",1207.jpg
1208,Standing Nude,1916,Private collection,,"canvas, oil",80 x 60,1208.jpg
1209,Nude Half Figure,1916-17,Location unknown,,"canvas, oil",82 x 66,1209.jpg
1210,Reclining Nude,1916–17,"Munch Museum, Oslo, Norway",,"canvas, oil",31 x 41,1210.jpg
1211,At the Grand Piano,1916–17,"Munch Museum, Oslo, Norway",,"canvas, oil",67 x 100,1211.jpg
1212,"The title is now up for consideration (as of 2021), formerly African with Green Scarf, formerly Negro with Green Scarf[7]",1916,"Munch Museum, Oslo, Norway",,"canvas, oil","111 x 72,5",1212.jpg
1213,African with Green Scarf,1916,"Munch Museum, Oslo, Norway",,"canvas, oil","79,5 x 49,5",1213.jpg
1214,African in Green Coat,1916–17,"Munch Museum, Oslo, Norway",,"canvas, oil","89,5 x 67",1214.jpg
1215,Seated Naked Man with Dog,1916–17,"Munch Museum, Oslo, Norway",,"canvas, oil","89,5 x 118,5",1215.jpg
1216,Reclining Woman and Standing African,1916–17,"Munch Museum, Oslo, Norway[8]",,"canvas, oil",75 x 96,1216.jpg
1217,Cleopatra and the Slave,1916–21,"Munch Museum, Oslo, Norway",,"canvas, oil","100,5 x 125",1217.jpg
1218,Cleopatra,1916,"Munch Museum, Oslo, Norway",,"canvas, oil","145,5 x 102",1218.jpg
1219,Standing Naked African,1916,"Stenersen Museum, Oslo, Norway. A gift from Rolf E. Stenersen to the city of Oslo",,"canvas, oil",145 x 90,1219.jpg
1220,Alma Mater,1916 (1915–16),"University of Oslo, The Aula",,"canvas, oil",455 x 1160,1220.jpg
1221,Geniuses in Lightstream,1914–16,"University of Oslo, The Aula",,"canvas, oil",450 x 305,1221.jpg
1222,Awakening Men in Lightstream,1914–16,"University of Oslo, The Aula",,"canvas, oil",455 x 305,1222.jpg
1223,Women Turned towards the Sun,1914–16,"University of Oslo, The Aula",,"canvas, oil",455 x 165,1223.jpg
1224,Men Turned towards the Sun,1914–16,"University of Oslo, The Aula",,"canvas, oil",455 x 165,1224.jpg
1225,New Rays,1914–16,"University of Oslo, The Aula",,"canvas, oil",455 x 225,1225.jpg
1226,The Source,1915–16,"University of Oslo, The Aula",,"canvas, oil",455 x 225,1226.jpg
1227,Chemistry,1914–16,"University of Oslo, The Aula",,"canvas, oil",450 x 225,1227.jpg
1228,Harvesting Women,1915–16,"University of Oslo, The Aula",,"canvas, oil",455 x 225,1228.jpg
1229,Fruit trees in Blossom in the Wind,1917–19,"Munch Museum, Oslo, Norway",,"canvas, oil",75 x 115,1229.jpg
1230,Fruit Trees in Blossom,1917–19,"Munch Museum, Oslo, Norway",,"canvas, oil",90 x 110,1230.jpg
1231,Woman in a Green Meadow,1917,"Munch Museum, Oslo, Norway",,"canvas, oil",98 x 74,1231.jpg
1232,In the Wind,1917,Location unknown,,"canvas, oil",98 x 74,1232.jpg
1233,Woman in a White Dress,1917,"Munch Museum, Oslo, Norway",,"canvas, oil",161 x 61,1233.jpg
1234,Promenade in Spring,1917,"Munch Museum, Oslo, Norway",,"canvas, oil","120 x 140,5",1234.jpg
1235,Summer Night,1917,Location unknown,,"canvas, oil","74,5 x 98,5",1235.jpg
1236,Two White Horses in a Green Meadow,1917–20,"Munch Museum, Oslo, Norway",,"canvas, oil","68,5 x 82,5",1236.jpg
1237,White Horse Seen from the Rear,1917–20,"Munch Museum, Oslo, Norway",,"canvas, oil",135 x 180,1237.jpg
1238,Horse and Man in the Field,1917–20,"Munch Museum, Oslo, Norway",,"canvas, oil",55 x 81,1238.jpg
1239,White Horse in a Green Meadow,1917–20,"Munch Museum, Oslo, Norway",,"canvas, oil","79,5 x 100",1239.jpg
1240,Behind the Plough,1917,"Munch Museum, Oslo, Norway",,"canvas, oil",67 x 100,1240.jpg
1241,Weeding,1917–19,"Moderna Museet, Stockholm, Sweden",,"canvas, oil",67 x 100,1241.jpg
1242,Field Work,1917,"Private collection, USA",,"canvas, oil","100 x 135,5",1242.jpg
1243,Cutting the Corn,1917,"Munch Museum, Oslo, Norway",,"canvas, oil",125 x 160,1243.jpg
1244,Corn Harvest,1917,Private collection,,"canvas, oil","75 x 100,5",1244.jpg
1245,Corn Field,1917,"University of Iowa Museum of Art, Iowa City, Iowa, USA. Gift from Owen and Leone Elliott",,"canvas, oil","74,3 x 99,7",1245.jpg
1246,Reaping the Corn,1917–23,"Fram Trust, USA",,"canvas, oil",100 x 120,1246.jpg
1247,The Haymaker,1917,"Munch Museum, Oslo, Norway",,"canvas, oil",130 x 150,1247.jpg
